,r_fighter,b_fighter,r_odds,b_odds,date_x,location,country,winner_x,title_bout,weight_class,gender,winner_resolved,location_resolved,r_reach,r_height,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date_y,winner_y,reach_win,height_win
554,markus perez,anthony hernandez,115,-135,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Red,FALSE,Middleweight,male,,"fortaleza, ceara",73,6'1,75,6'0,submission,2,3 rnd (5-5-5),00:06:07,keith peterson,2019-02-02,markus perez,False,True
555,mara romero borella,taila santos,185,-225,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Red,FALSE,Women's Flyweight,female,,"fortaleza, ceara",69,5'6,68,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-02-02,mara romero borella,True,True
556,thiago alves,max griffin,160,-185,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Red,FALSE,Welterweight,male,,"fortaleza, ceara",70,5'9,76,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-02-02,thiago alves,False,False
557,junior albini,jairzinho rozenstruik,-145,125,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Blue,FALSE,Heavyweight,male,,"fortaleza, ceara",74,6'3,78,6'4,ko/tko,2,3 rnd (5-5-5),00:05:54,keith peterson,2019-02-02,jairzinho rozenstruik,True,True
558,geraldo de freitas,felipe colares,-130,110,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Red,FALSE,Featherweight,male,,"fortaleza, ceara",72,5'7,69,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-02-02,geraldo de freitas,True,False
559,ricardo ramos,said nurmagomedov,-170,150,2019-02-02,"Fortaleza, Ceara, Brazil", brazil,Blue,FALSE,Bantamweight,male,,"fortaleza, ceara",72,5'9,70,5'8,ko/tko,1,3 rnd (5-5-5),00:02:28,keith peterson,2019-02-02,said nurmagomedov,False,False
560,henry cejudo,tj dillashaw,185,-225,2019-01-19,"Brooklyn, New York, USA", usa,Red,TRUE,Flyweight,male,,"brooklyn, new york",64,5'4,67,5'6,ko/tko,1,5 rnd (5-5-5-5-5),00:00:32,keith peterson,2019-01-19,henry cejudo,False,False
561,greg hardy,allen crowder,-450,360,2019-01-19,"Brooklyn, New York, USA", usa,Blue,FALSE,Heavyweight,male,,"brooklyn, new york",80,6'5,76,6'3,dq,2,3 rnd (5-5-5),00:07:28,keith peterson,2019-01-19,allen crowder,False,False
562,gregor gillespie,yancy medeiros,-470,375,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Lightweight,male,,"brooklyn, new york",71,5'7,75,5'10,ko/tko,2,3 rnd (5-5-5),00:09:59,keith peterson,2019-01-19,gregor gillespie,False,False
563,joseph benavidez,dustin ortiz,-240,200,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Flyweight,male,,"brooklyn, new york",65,5'4,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-01-19,joseph benavidez,True,False
564,joseph benavidez,dustin ortiz,-240,200,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Flyweight,male,,"brooklyn, new york",65,5'4,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,joseph benavidez,True,False
565,joseph benavidez,dustin ortiz,-430,380,2014-11-22,"Austin, Texas, USA", usa,Red,FALSE,Flyweight,male,,"austin, texas",65,5'4,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-01-19,joseph benavidez,True,False
566,joseph benavidez,dustin ortiz,-430,380,2014-11-22,"Austin, Texas, USA", usa,Red,FALSE,Flyweight,male,,"austin, texas",65,5'4,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,joseph benavidez,True,False
567,paige vanzant,rachael ostovich,-175,155,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Women's Flyweight,female,,"brooklyn, new york",65,5'4,62,5'3,submission,2,3 rnd (5-5-5),00:06:50,keith peterson,2019-01-19,paige vanzant,True,True
568,glover teixeira,karl roberson,-110,-110,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Light Heavyweight,male,,"brooklyn, new york",76,6'2,74,6'1,submission,1,3 rnd (5-5-5),00:03:21,keith peterson,2019-01-19,glover teixeira,True,True
569,alexander hernandez,donald cerrone,-220,180,2019-01-19,"Brooklyn, New York, USA", usa,Blue,FALSE,Lightweight,male,,"brooklyn, new york",72,5'9,73,6'1,ko/tko,2,3 rnd (5-5-5),00:08:43,keith peterson,2019-01-19,donald cerrone,True,True
570,joanne calderwood,ariane lipski,215,-255,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Women's Flyweight,female,,"brooklyn, new york",65,5'6,67,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-01-19,joanne calderwood,False,True
571,alonzo menifield,vinicius moreira,-290,245,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Light Heavyweight,male,,"brooklyn, new york",76,6'0,76,6'4,ko/tko,1,3 rnd (5-5-5),00:03:56,keith peterson,2019-01-19,alonzo menifield,True,False
572,cory sandhagen,mario bautista,-525,415,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Bantamweight,male,,"brooklyn, new york",70,5'11,69,5'9,submission,1,3 rnd (5-5-5),00:03:31,keith peterson,2019-01-19,cory sandhagen,True,True
573,dennis bermudez,te edwards,105,-125,2019-01-19,"Brooklyn, New York, USA", usa,Red,FALSE,Lightweight,male,,"brooklyn, new york",66,5'6,72,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-01-19,dennis bermudez,False,False
574,belal muhammad,geoff neal,170,-200,2019-01-19,"Brooklyn, New York, USA", usa,Blue,FALSE,Welterweight,male,,"brooklyn, new york",72,5'11,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-01-19,geoff neal,True,False
575,kyle stewart,chance rencountre,-165,145,2019-01-19,"Brooklyn, New York, USA", usa,Blue,FALSE,Welterweight,male,,"brooklyn, new york",76,6'0,75,6'2,submission,1,3 rnd (5-5-5),00:02:25,keith peterson,2019-01-19,chance rencountre,False,True
576,jon jones,alexander gustafsson,-290,245,2018-12-29,"Los Angeles, California, USA", usa,Red,TRUE,Light Heavyweight,male,,"los angeles, california",84,6'4,79,6'5,ko/tko,3,5 rnd (5-5-5-5-5),00:12:02,keith peterson,2018-12-29,jon jones,True,False
577,jon jones,alexander gustafsson,-290,245,2018-12-29,"Los Angeles, California, USA", usa,Red,TRUE,Light Heavyweight,male,,"los angeles, california",84,6'4,79,6'5,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2013-09-21,jon jones,True,False
578,jon jones,alexander gustafsson,-840,660,2013-09-21,"Toronto, Ontario, Canada", canada,Red,TRUE,Light Heavyweight,male,,"toronto, ontario",84,6'4,79,6'5,ko/tko,3,5 rnd (5-5-5-5-5),00:12:02,keith peterson,2018-12-29,jon jones,True,False
579,jon jones,alexander gustafsson,-840,660,2013-09-21,"Toronto, Ontario, Canada", canada,Red,TRUE,Light Heavyweight,male,,"toronto, ontario",84,6'4,79,6'5,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2013-09-21,jon jones,True,False
580,carlos condit,michael chiesa,-105,-115,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Welterweight,male,,"los angeles, california",75,6'2,75,6'1,submission,2,3 rnd (5-5-5),00:05:56,keith peterson,2018-12-29,michael chiesa,False,False
581,ilir latifi,corey anderson,-130,110,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Light Heavyweight,male,,"los angeles, california",73,5'10,79,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-29,corey anderson,True,True
582,chad mendes,alexander volkanovski,-140,120,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Featherweight,male,,"los angeles, california",66,5'6,71,5'6,ko/tko,2,3 rnd (5-5-5),00:09:14,keith peterson,2018-12-29,alexander volkanovski,True,False
583,andrei arlovski,walt harris,180,-220,2018-12-29,"Los Angeles, California, USA", usa,Draw,FALSE,Heavyweight,male,,"los angeles, california",77,6'3,77,6'5,overturned,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-29,corey anderson,False,False
584,cat zingano,megan anderson,-130,120,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Women's Featherweight,female,,"los angeles, california",68,5'6,72,6'0,ko/tko,1,3 rnd (5-5-5),00:01:01,keith peterson,2018-12-29,megan anderson,True,True
585,douglas silva de andrade,petr yan,290,-350,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Bantamweight,male,,"los angeles, california",68,5'7,67,5'7,ko/tko,2,3 rnd (5-5-5),00:10:00,keith peterson,2018-12-29,petr yan,False,False
586,bj penn,ryan hall,365,-460,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Lightweight,male,,"los angeles, california",70,5'9,70,5'10,submission,1,3 rnd (5-5-5),00:02:46,keith peterson,2018-12-29,ryan hall,False,True
587,nathaniel wood,andre ewell,-120,100,2018-12-29,"Los Angeles, California, USA", usa,Red,FALSE,Bantamweight,male,,"los angeles, california",69,5'6,75,5'8,submission,3,3 rnd (5-5-5),00:14:12,keith peterson,2018-12-29,nathaniel wood,False,False
588,uriah hall,bevon lewis,150,-170,2018-12-29,"Los Angeles, California, USA", usa,Red,FALSE,Middleweight,male,,"los angeles, california",79,6'0,79,6'3,ko/tko,3,3 rnd (5-5-5),00:11:32,keith peterson,2018-12-29,uriah hall,True,False
589,curtis millender,siyar bahadurzada,-150,130,2018-12-29,"Los Angeles, California, USA", usa,Red,FALSE,Welterweight,male,,"los angeles, california",76,6'2,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-29,curtis millender,True,True
590,brian kelleher,montel jackson,155,-175,2018-12-29,"Los Angeles, California, USA", usa,Blue,FALSE,Bantamweight,male,,"los angeles, california",66,5'6,75,5'10,submission,1,3 rnd (5-5-5),00:01:40,keith peterson,2018-12-29,montel jackson,True,True
591,kevin lee,al iaquinta,-335,275,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Lightweight,male,,"milwaukee, wisconsin",77,5'9,70,5'10,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-12-15,al iaquinta,False,True
592,edson barboza,dan hooker,-105,-115,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Red,FALSE,Lightweight,male,,"milwaukee, wisconsin",75,5'11,75,6'0,ko/tko,3,3 rnd (5-5-5),00:12:19,keith peterson,2018-12-15,edson barboza,True,True
593,rob font,sergio pettis,-165,145,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Red,FALSE,Bantamweight,male,,"milwaukee, wisconsin",71,5'8,69,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-15,rob font,True,True
594,jim miller,charles oliveira,255,-310,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Lightweight,male,,"milwaukee, wisconsin",71,5'8,74,5'10,submission,1,3 rnd (5-5-5),00:01:15,keith peterson,2018-12-15,charles oliveira,True,True
595,jim miller,charles oliveira,255,-310,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Lightweight,male,,"milwaukee, wisconsin",71,5'8,74,5'10,submission,1,3 rnd (5-5-5),00:01:59,keith peterson,2010-12-11,jim miller,False,False
596,jim miller,charles oliveira,140,-150,2010-12-11,"Montreal, Quebec, Canada", canada,Red,FALSE,Lightweight,male,,"montreal, quebec",71,5'8,74,5'10,submission,1,3 rnd (5-5-5),00:01:15,keith peterson,2018-12-15,charles oliveira,True,True
597,jim miller,charles oliveira,140,-150,2010-12-11,"Montreal, Quebec, Canada", canada,Red,FALSE,Lightweight,male,,"montreal, quebec",71,5'8,74,5'10,submission,1,3 rnd (5-5-5),00:01:59,keith peterson,2010-12-11,jim miller,False,False
598,zak ottow,dwight grant,230,-270,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Red,FALSE,Welterweight,male,,"milwaukee, wisconsin",72,5'11,76,6'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-15,zak ottow,False,True
599,bobby green,drakkar klose,210,-250,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Lightweight,male,,"milwaukee, wisconsin",71,5'10,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-15,drakkar klose,False,False
600,jared gordon,joaquim silva,-115,-105,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Lightweight,male,,"milwaukee, wisconsin",68,5'9,69,5'8,ko/tko,3,3 rnd (5-5-5),00:12:39,keith peterson,2018-12-15,joaquim silva,True,False
601,gerald meerschaert,jack hermansson,130,-150,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Middleweight,male,,"milwaukee, wisconsin",77,6'1,77,6'1,submission,1,3 rnd (5-5-5),00:04:25,keith peterson,2018-12-15,jack hermansson,False,False
602,trevor smith,zak cummings,270,-330,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Middleweight,male,,"milwaukee, wisconsin",75,6'3,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-15,zak cummings,False,False
603,dan ige,jordan griffin,-165,145,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Red,FALSE,Featherweight,male,,"milwaukee, wisconsin",71,5'7,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-15,dan ige,False,False
604,adam milstead,mike rodriguez,-110,-110,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Light Heavyweight,male,,"milwaukee, wisconsin",76,6'3,82,6'4,ko/tko,1,3 rnd (5-5-5),00:02:59,keith peterson,2018-12-15,mike rodriguez,True,True
605,chris de la rocha,juan adams,375,-470,2018-12-15,"Milwaukee, Wisconsin, USA", usa,Blue,FALSE,Heavyweight,male,,"milwaukee, wisconsin",80,6'3,80,6'5,ko/tko,3,3 rnd (5-5-5),00:10:58,keith peterson,2018-12-15,juan adams,False,True
606,max holloway,brian ortega,-110,-110,2018-12-08,"Toronto, Ontario, Canada", canada,Red,TRUE,Featherweight,male,,"toronto, ontario",69,5'11,69,5'8,tko - doctor's stoppage,4,5 rnd (5-5-5-5-5),00:20:00,keith peterson,2018-12-08,max holloway,True,True
607,valentina shevchenko,joanna jedrzejczyk,-300,250,2018-12-08,"Toronto, Ontario, Canada", canada,Red,TRUE,Women's Flyweight,female,,"toronto, ontario",66,5'5,65,5'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-12-08,valentina shevchenko,True,False
608,alex oliveira,gunnar nelson,135,-155,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Welterweight,male,,"toronto, ontario",76,5'11,72,5'11,submission,2,3 rnd (5-5-5),00:09:17,keith peterson,2018-12-08,gunnar nelson,False,False
609,hakeem dawodu,kyle bochniak,-200,170,2018-12-08,"Toronto, Ontario, Canada", canada,Red,FALSE,Featherweight,male,,"toronto, ontario",73,5'8,70,5'7,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,hakeem dawodu,True,True
610,jimi manuwa,thiago santos,160,-185,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Light Heavyweight,male,,"toronto, ontario",79,6'1,76,6'2,ko/tko,2,3 rnd (5-5-5),00:05:41,keith peterson,2018-12-08,thiago santos,False,True
611,claudia gadelha,nina ansaroff,-310,255,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Women's Strawweight,female,,"toronto, ontario",63,5'4,64,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,nina ansaroff,True,True
612,olivier aubin-mercier,gilbert burns,-135,115,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Lightweight,male,,"toronto, ontario",70,5'9,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,gilbert burns,True,True
613,katlyn chookagian,jessica eye,-235,195,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Women's Flyweight,female,,"toronto, ontario",68,5'9,66,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,jessica eye,False,False
614,elias theodorou,eryk anders,-125,105,2018-12-08,"Toronto, Ontario, Canada", canada,Red,FALSE,Middleweight,male,,"toronto, ontario",75,6'1,75,6'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,elias theodorou,True,True
615,brad katona,matthew lopez,-160,140,2018-12-08,"Toronto, Ontario, Canada", canada,Red,FALSE,Bantamweight,male,,"toronto, ontario",64,5'6,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-08,brad katona,False,False
616,chad laprise,dhiego lima,-400,325,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Welterweight,male,,"toronto, ontario",71,5'10,75,6'2,ko/tko,1,3 rnd (5-5-5),00:01:37,keith peterson,2018-12-08,dhiego lima,True,True
617,diego ferreira,kyle nelson,-550,425,2018-12-08,"Toronto, Ontario, Canada", canada,Red,FALSE,Lightweight,male,,"toronto, ontario",74,5'9,71,5'11,ko/tko,2,3 rnd (5-5-5),00:06:23,keith peterson,2018-12-08,diego ferreira,True,False
618,devin clark,aleksandar rakic,435,-570,2018-12-08,"Toronto, Ontario, Canada", canada,Blue,FALSE,Light Heavyweight,male,,"toronto, ontario",75,6'0,78,6'4,ko/tko,1,3 rnd (5-5-5),00:04:05,keith peterson,2018-12-08,aleksandar rakic,True,True
619,junior dos santos,tai tuivasa,-160,140,2018-12-01,"Adelaide, South Australia, Australia", australia,Red,FALSE,Heavyweight,male,,"adelaide, south australia",77,6'4,75,6'2,ko/tko,2,5 rnd (5-5-5-5-5),00:07:30,keith peterson,2018-12-01,junior dos santos,True,True
620,mauricio rua,tyson pedro,415,-525,2018-12-01,"Adelaide, South Australia, Australia", australia,Red,FALSE,Light Heavyweight,male,,"adelaide, south australia",76,6'1,79,6'3,ko/tko,3,3 rnd (5-5-5),00:10:43,keith peterson,2018-12-01,mauricio rua,False,False
621,mark hunt,justin willis,-110,-110,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Heavyweight,male,,"adelaide, south australia",72,5'10,78,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,justin willis,True,True
622,jake matthews,anthony rocco martin,-150,130,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Welterweight,male,,"adelaide, south australia",73,5'11,73,6'0,submission,3,3 rnd (5-5-5),00:11:19,keith peterson,2018-12-01,anthony rocco martin,False,False
623,suman mokhtarian,sodiq yusuff,450,-600,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Featherweight,male,,"adelaide, south australia",72,5'8,71,5'9,ko/tko,1,3 rnd (5-5-5),00:02:14,keith peterson,2018-12-01,sodiq yusuff,False,True
624,jimmy crute,paul craig,-290,245,2018-12-01,"Adelaide, South Australia, Australia", australia,Red,FALSE,Light Heavyweight,male,,"adelaide, south australia",74,6'2,76,6'3,submission,3,3 rnd (5-5-5),00:14:51,keith peterson,2018-12-01,jimmy crute,False,False
625,yushin okami,aleksei kunchenko,250,-300,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Welterweight,male,,"adelaide, south australia",75,6'2,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,aleksei kunchenko,False,False
626,wilson reis,ben nguyen,125,-145,2018-12-01,"Adelaide, South Australia, Australia", australia,Red,FALSE,Flyweight,male,,"adelaide, south australia",65,5'4,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,wilson reis,True,False
627,keita nakamura,salim touahri,-155,135,2018-12-01,"Adelaide, South Australia, Australia", australia,Red,FALSE,Welterweight,male,,"adelaide, south australia",73,5'11,72,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,keita nakamura,True,True
628,elias garcia,kai kara-france,300,-360,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Flyweight,male,,"adelaide, south australia",67,5'5,69,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,kai kara-france,True,False
629,mizuto hirota,christos giagos,310,-370,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Lightweight,male,,"adelaide, south australia",67,5'7,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,christos giagos,True,True
630,alex gorgees,damir ismagulov,425,-550,2018-12-01,"Adelaide, South Australia, Australia", australia,Blue,FALSE,Lightweight,male,,"adelaide, south australia",74,6'2,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-12-01,damir ismagulov,False,False
631,rafael dos anjos,kamaru usman,270,-330,2018-11-30,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Welterweight,male,,"las vegas, nevada",70,5'8,76,6'0,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2018-11-30,kamaru usman,True,True
632,juan espino,justin frazier,-175,155,2018-11-30,"Las Vegas, Nevada, USA", usa,Red,TRUE,Heavyweight,male,,"las vegas, nevada",80,6'3,75,6'0,submission,1,3 rnd + ot (5-5-5-5),00:03:36,keith peterson,2018-11-30,juan espino,True,True
633,pannie kianzad,macy chiasson,-115,-105,2018-11-30,"Las Vegas, Nevada, USA", usa,Blue,TRUE,Women's Featherweight,female,,"las vegas, nevada",66,5'7,72,5'11,submission,2,3 rnd + ot (5-5-5-5),00:07:11,keith peterson,2018-11-30,macy chiasson,True,True
634,pedro munhoz,bryan caraway,-290,245,2018-11-30,"Las Vegas, Nevada, USA", usa,Red,FALSE,Bantamweight,male,,"las vegas, nevada",65,5'6,68,5'8,ko/tko,1,3 rnd (5-5-5),00:02:39,keith peterson,2018-11-30,pedro munhoz,False,False
635,darren stewart,edmen shahbazyan,100,-120,2018-11-30,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Middleweight,male,,"las vegas, nevada",74,6'0,74,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2018-11-30,edmen shahbazyan,False,True
